Digital1
analog channels
0    	     1    	  2    	     3    
No data	     Run/hold BL  No data    Integration Gate
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
0	     1		  0	     0
